Rank_2020,Company,sales_2020 ,Profits_2020,Assets_2020,Market_Value_2020
#1840,Shanghai Fosun Pharmaceutical,$4.1 B,$480 M,$10.9 B,$9.8 B
#1842,Zenith Bank,$1.8 B,$576 M,$18.7 B,$1.2 B
#1843,Dali Foods Group,$3.1 B,$557 M,$2.9 B,$8.4 B
#1843,Polymetal International,$2.2 B,$482 M,$4.2 B,$9.7 B
#1845,Sartorius,$2.1 B,$184 M,$3.2 B,$19.2 B
#1846,DocuSign,$974 M,$-208 M,$1.9 B,$19.2 B
#1847,Adient,$16.3 B,$-641 M,$10.4 B,$1.4 B
#1848,Inventec,$16.2 B,$178 M,$6.4 B,$2.8 B
#1849,East Money Information,$741 M,$333 M,$10.7 B,$17.4 B
#1850,Asustek Computer,$11.4 B,$393 M,$11.7 B,$5.1 B
#1851,China SCE Group Holdings,$3.1 B,$509 M,$21.4 B,$1.8 B
#1851,Poly Property Group Co.,$5.1 B,$489 M,$20.4 B,$1.3 B
#1853,Canadian Apartment Properties Real Estate Investment Trust,$592 M,$901 M,$10.8 B,$5.9 B
#1854,Yes Bank,$4.6 B,$-2.9 B,$48.9 B,$4.7 B
#1855,Central Bank of India,$3.6 B,$-803 M,$48.9 B,$1.2 B
#1856,Okta,$586 M,$-209 M,$2 B,$18.6 B
#1857,Cronos Group,$28 M,$1.2 B,$2.1 B,$2.1 B
#1858,First American Financial,$6.4 B,$661 M,$11.7 B,$5.1 B
#1858,TCF Financial,$2.3 B,$277 M,$48.6 B,$4.5 B
#1860,Murphy Oil,$2.7 B,$1.1 B,$11.7 B,$1.8 B
#1861,Cullen/Frost Bankers,$1.3 B,$379 M,$34.1 B,$4.5 B
#1861,Snap-on,$4 B,$653 M,$5.6 B,$7.1 B
#1863,Spirit AeroSystems,$7.9 B,$530 M,$7.6 B,$2.3 B
#1864,Bank Of Gansu,$2.4 B,$75 M,$48.1 B,$1.1 B
#1864,Guangdong Haid Group,$7.1 B,$263 M,$3.5 B,$9.7 B
#1864,Ningxia Baofeng Energy Group,$2 B,$517 M,$5.1 B,$8.8 B
#1867,Shaw Communications,$4.1 B,$545 M,$11.6 B,$8.4 B
#1868,IDEX,$2.5 B,$417 M,$3.9 B,$11.6 B
#1868,Teledyne Technologies,$3.2 B,$409 M,$4.6 B,$11.9 B
#1870,Healthpeak Properties,$2 B,$44 M,$14 B,$13.2 B
#1870,Shanghai Ganglian E-Commerce Holdings,$15.4 B,$26 M,$1.9 B,$1.8 B
#1872,SEB SA,$8.2 B,$425 M,$8.8 B,$6 B
#1873,Caltex Australia,$15.3 B,$266 M,$5.9 B,$4.1 B
#1873,LT Group,$1.8 B,$448 M,$25 B,$1.7 B
#1875,Extra Space Storage,$1.3 B,$419 M,$8.5 B,$11.4 B
#1876,Chewy,$4.8 B,$-252 M,$932 M,$17.4 B
#1876,Stifel Financial,$3.5 B,$448 M,$24.9 B,$3 B
#1876,United Utilities,$2.3 B,$395 M,$17.4 B,$7.8 B
#1879,Frontier Communications,$8.1 B,$-5.9 B,$19.3 B,$9 M
#1880,Sysmex,$2.8 B,$356 M,$3.4 B,$14.5 B
#1881,Orient Securities,$2 B,$353 M,$37.8 B,$3.6 B
#1882,Liberbank,$862 M,$125 M,$47.1 B,$609 M
#1883,TransUnion,$2.7 B,$346 M,$6.9 B,$15 B
#1884,Alfa Laval,$4.9 B,$552 M,$6.5 B,$7.9 B
#1884,Westlake Chemical,$8.1 B,$418 M,$13.3 B,$5.5 B
#1886,Clal Insurance Enterprises,$5.5 B,$-156 M,$33.1 B,$676 M
#1887,Hasbro,$5.1 B,$424 M,$10.4 B,$9.9 B
#1888,E-L Financial,$1.2 B,$561 M,$18.3 B,$2 B
#1888,Keiyo Bank,$625 M,$71 M,$46.4 B,$643 M
#1890,Yamada Denki,$14.9 B,$244 M,$11.3 B,$4.2 B
#1891,Pirelli,$6 B,$490 M,$15.6 B,$3.9 B
#1892,Basler Kantonalbank,$670 M,$113 M,$46.3 B,$366 M
#1893,Luzerner Kantonalbank,$633 M,$204 M,$46.3 B,$3.4 B
#1893,Trimble,$3.3 B,$514 M,$6.6 B,$8.6 B
#1895,Banca Popolare di Sondrio,$1.2 B,$154 M,$46.2 B,$713 M
#1896,Aareal Bank,$1.5 B,$162 M,$46.2 B,$978 M
#1897,Hyakujushi Bank,$628 M,$55 M,$46.2 B,$531 M
#1898,Beijing Kingsoft Office Software.,$226 M,$58 M,$268 M,$17.2 B
#1899,Foot Locker,$8 B,$498 M,$6.6 B,$2.7 B
#1900,Marathon Oil,$5.1 B,$480 M,$20.2 B,$4.8 B
#1901,Changchun High & New Technology,$1 B,$280 M,$2 B,$17.1 B
#1902,Wheaton Precious Metals,$861 M,$84 M,$6.3 B,$17.1 B
#1903,Jointown Pharmaceutical Group,$14.6 B,$284 M,$10.1 B,$4.8 B
#1903,Marketaxess Holdings,$556 M,$227 M,$976 M,$17.1 B
#1905,Medical Properties Trust,$968 M,$378 M,$15.2 B,$9 B
#1905,Steris,$3 B,$393 M,$5.3 B,$12.1 B
#1905,Yuzhou Properties,$3.4 B,$505 M,$20.3 B,$2.2 B
#1908,Equifax,$3.6 B,$270 M,$7.6 B,$16.9 B
#1909,General Insurance Corporation Of India,$6.4 B,$394 M,$18.5 B,$3.3 B
#1910,Hokkoku Bank,$650 M,$76 M,$44.6 B,$816 M
#1911,Fuyo General Lease,$6.3 B,$260 M,$25.3 B,$1.5 B
#1911,Kiyo Bank,$681 M,$150 M,$44.5 B,$1 B
#1913,Chimera Investment,$987 M,$414 M,$27.1 B,$1.5 B
#1914,Delivery Hero,$1.4 B,$-771 M,$3 B,$16.7 B
#1915,Klepierre,$1.8 B,$364 M,$27.7 B,$5.8 B
#1916,BioMarin Pharmaceutical,$1.8 B,$114 M,$4.7 B,$16.6 B
#1916,Magazine Luiza,$5 B,$234 M,$4.9 B,$14.9 B
#1918,China Everbright International,$4.8 B,$664 M,$15.3 B,$3.6 B
#1918,MTU Aero Engines AG,$5.2 B,$535 M,$9.2 B,$7.2 B
#1918,Oshkosh,$8.1 B,$486 M,$5.9 B,$4.6 B
#1921,Yonyou Network Technology,$1.2 B,$171 M,$2.5 B,$16.5 B
#1922,Berkeley Group Holdings,$2.8 B,$669 M,$6.6 B,$6.6 B
#1923,Azrieli Group,$772 M,$589 M,$10.2 B,$7.2 B
#1923,China Nuclear Engineering Corporation,$8.7 B,$185 M,$16.9 B,$2.3 B
#1923,Ovintiv,$7.1 B,$234 M,$21.5 B,$1.6 B
#1926,Lamb Weston Holdings,$3.9 B,$479 M,$3.5 B,$9 B
#1926,Xinyu Iron & Steel,$8.5 B,$456 M,$6.6 B,$1.8 B
#1928,Murphy USA,$14.1 B,$239 M,$2.6 B,$3.1 B
#1929,Guangzhou Baiyunshan Pharmaceutical Holdings,$9.1 B,$428 M,$8 B,$4.3 B
#1929,Musashino Bank,$578 M,$125 M,$43 B,$426 M
#1931,Semiconductor Manufacturing International,$3.1 B,$235 M,$16.4 B,$9.9 B
#1932,Genmab,$804 M,$325 M,$2.3 B,$15.6 B
#1933,Coty,$8.4 B,$-2.8 B,$17.4 B,$4.1 B
#1933,Saipem,$10.2 B,$13 M,$14.7 B,$2.6 B
#1935,Samsung Securities,$1.2 B,$336 M,$38.7 B,$2.2 B
#1936,Abengoa,$1.7 B,$999 M,$4.3 B,$305 M
#1936,Parkland Fuel,$13.9 B,$288 M,$7.2 B,$3.5 B
#1938,Pou Chen,$10.1 B,$383 M,$12.1 B,$2.8 B
#1938,Toll Brothers,$7.2 B,$535 M,$10.6 B,$3 B
#1940,Amdocs,$4.1 B,$490 M,$5.6 B,$8.7 B
#1941,EFG International,$1.6 B,$95 M,$42.3 B,$1.8 B
#1941,Securitas,$11.7 B,$355 M,$6.6 B,$4.3 B
#1943,Inspur Electronic Information Industry,$7.5 B,$134 M,$4.2 B,$8.5 B
#1944,Indian Bank,$3.4 B,$133 M,$42.1 B,$422 M
#1944,Marks & Spencer,$13.1 B,$75 M,$12.1 B,$2.3 B
#1946,Hyatt Hotels,$5 B,$766 M,$8.4 B,$5.7 B
#1947,Montage Technology,$266 M,$111 M,$1.1 B,$15.7 B
#1948,IDBI Bank,$3.6 B,$-2.5 B,$41.9 B,$3 B
#1948,Twilio,$1.1 B,$-307 M,$5.2 B,$15.7 B
#1950,Brilliance China Automotive Holdings,$559 M,$979 M,$7.1 B,$4.7 B
#1950,Guoco Group,$2.4 B,$557 M,$17.4 B,$4.6 B
#1952,Makita,$4.6 B,$469 M,$6.5 B,$8.9 B
#1953,Brown & Brown,$2.5 B,$423 M,$7.6 B,$10.2 B
#1954,China Resources Beer (Holdings),$4.8 B,$197 M,$6 B,$15.5 B
#1955,Kingspan Group PLC,$5.2 B,$414 M,$4.8 B,$9.2 B
#1956,JB Financial Group,$2 B,$282 M,$41.1 B,$771 M
#1956,NCR,$6.9 B,$550 M,$9.6 B,$2.7 B
#1958,Roku,$1.1 B,$-60 M,$1.5 B,$15.4 B
#1958,Wintrust Financial,$1.8 B,$329 M,$38.8 B,$2.4 B
#1960,FIBI Holdings,$1.4 B,$117 M,$40.9 B,$1.1 B
#1960,Swedish Match,$1.6 B,$436 M,$1.9 B,$9.6 B
#1962,Tongling Nonferrous Metals,$13.4 B,$104 M,$6.9 B,$2.9 B
#1963,Prysmian,$12.9 B,$327 M,$11.8 B,$5 B
#1964,Delek Group,$2.2 B,$90 M,$40.6 B,$525 M
#1965,Electrolux Group,$13.3 B,$265 M,$11.4 B,$4 B
#1965,Orkla,$5 B,$436 M,$6.5 B,$9.1 B
#1965,US Steel,$12.2 B,$-1.1 B,$12.4 B,$1.3 B
#1968,Just Eat Takeaway.com,$465 M,$-129 M,$1.9 B,$15.1 B
#1968,ST Engineering,$5.8 B,$424 M,$7.3 B,$7.6 B
#1970,Financial Street Holdings,$3.6 B,$434 M,$23.3 B,$2.9 B
#1970,F.N.B.,$1.5 B,$341 M,$35 B,$2.6 B
#1970,Moderna,$60 M,$-515 M,$1.6 B,$15.1 B
#1970,Nuernberger Beteiligungs,$4.9 B,$76 M,$36.9 B,$860 M
#1974,Sears Holdings,$13.2 B,$-1.7 B,$6.7 B,$68 M
#1975,BJ's Wholesale Club,$13.2 B,$187 M,$5.3 B,$3.6 B
#1975,Mid-america Apartment Communities,$1.6 B,$353 M,$11.2 B,$12.8 B
#1977,Shenzhen Goodix Technology,$938 M,$303 M,$1.1 B,$15 B
#1978,Paycom,$780 M,$196 M,$2.3 B,$15 B
#1979,Dollarama,$2.9 B,$426 M,$3.1 B,$9.8 B
#1980,Take-Two Interactive Software,$2.9 B,$339 M,$4.9 B,$13.7 B
#1981,Kojamo Oyj,$422 M,$924 M,$7.4 B,$4.4 B
#1982,Valley Natl Bancorp,$1.5 B,$284 M,$39.1 B,$3.4 B
#1983,Chesapeake Energy,$8.6 B,$-308 M,$16.2 B,$171 M
#1984,JTEKT,$13 B,$-61 M,$11.2 B,$2.6 B
#1985,Alnylam Pharmaceuticals,$220 M,$-886 M,$2.4 B,$14.9 B
#1985,Dixons Carphone,$13 B,$102 M,$10.3 B,$1.1 B
#1987,Credit Bank of Moscow,$2.3 B,$137 M,$39 B,$2.2 B
#1987,Just Group,$4.9 B,$365 M,$29.4 B,$729 M
#1989,Inmobiliaria Colonial,$412 M,$694 M,$13.9 B,$4.9 B
#1990,Cabot Oil & Gas,$1.7 B,$472 M,$4.5 B,$8.6 B
#1990,Holmen AB,$1.8 B,$910 M,$6.1 B,$4.7 B
#1990,Indorama Ventures,$11.4 B,$138 M,$12.7 B,$5 B
#1990,L Brands,$12.9 B,$-366 M,$10.1 B,$3.3 B
#1990,Slack Technologies,$630 M,$-571 M,$1.4 B,$14.9 B
#1995,Diamondback Energy,$4 B,$240 M,$23.5 B,$6.9 B
#1995,Founder Securities,$1.4 B,$115 M,$18.6 B,$8.3 B
#1995,Merlin Properties SOCIMI S.A,$594 M,$631 M,$14.9 B,$4.3 B
#1998,Heico,$2.1 B,$371 M,$3.1 B,$11.8 B
#1999,W.P. Carey,$1.2 B,$305 M,$14.1 B,$11.3 B
#1999,Zhejiang Century Huatong Group,$2.2 B,$365 M,$4.7 B,$12.1 B
